,Bussiness__City,Bussiness__Country,Bussiness__Description,Bussiness__Name,Bussiness__StreetAddress,Bussiness__Zipcode,Customer__Address__line1,Customer__Address__line2,Customer__Email,Customer__Name,Customer__PhoneNumber,Invoice__Description,Invoice__DueDate,Invoice__IssueDate,Invoice__Number,Invoice__Tax,Invoice__BillDetails__Name,Invoice__BillDetails__Quantity,Invoice__BillDetails__Rate
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,68910 Ahmad Centers ,Vilaplana ,Schowalter@gmail.com,Jill Schowalter,222-254-5978,id nostrud consectetur veniam veniam laborum consequat laborum ,24-06-2023 ,12-05-2023,BH09CIYS4LN2CAPTR4WF8O,10,Handcrafted Rubber Ball  ,81  ,43  
2,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,68910 Ahmad Centers ,Vilaplana ,Schowalter@gmail.com,Jill Schowalter,222-254-5978,id nostrud consectetur veniam veniam laborum consequat laborum ,24-06-2023 ,12-05-2023,BH09CIYS4LN2CAPTR4WF8O,10,Handmade Steel Tuna  ,34  ,40  
3,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,68910 Ahmad Centers ,Vilaplana ,Schowalter@gmail.com,Jill Schowalter,222-254-5978,id nostrud consectetur veniam veniam laborum consequat laborum ,24-06-2023 ,12-05-2023,BH09CIYS4LN2CAPTR4WF8O,10,Rustic Rubber Pizza  ,63  ,93  
4,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,68910 Ahmad Centers ,Vilaplana ,Schowalter@gmail.com,Jill Schowalter,222-254-5978,id nostrud consectetur veniam veniam laborum consequat laborum ,24-06-2023 ,12-05-2023,BH09CIYS4LN2CAPTR4WF8O,10,Incredible Metal Soap  ,63  ,83  
5,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,68910 Ahmad Centers ,Vilaplana ,Schowalter@gmail.com,Jill Schowalter,222-254-5978,id nostrud consectetur veniam veniam laborum consequat laborum ,24-06-2023 ,12-05-2023,BH09CIYS4LN2CAPTR4WF8O,10,Incredible Steel Hat  ,55  ,12  
6,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,68910 Ahmad Centers ,Vilaplana ,Schowalter@gmail.com,Jill Schowalter,222-254-5978,id nostrud consectetur veniam veniam laborum consequat laborum ,24-06-2023 ,12-05-2023,BH09CIYS4LN2CAPTR4WF8O,10,Handcrafted Cotton Soap  ,80  ,79  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,353 Cara Shoals ,Suchitlán ,Willis_Koelpin4@yahoo.com,Willis Koelpin,783-402-5895,est qui ut nisi veniam irure aliquip do quis cillum excepteur do dolore exercitation et nulla ,18-06-2023 ,12-05-2023,GB36DGJW55993237750895,10,Generic Cotton Car  ,110  ,99  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,353 Cara Shoals ,Suchitlán ,Willis_Koelpin4@yahoo.com,Willis Koelpin,783-402-5895,est qui ut nisi veniam irure aliquip do quis cillum excepteur do dolore exercitation et nulla ,18-06-2023 ,12-05-2023,GB36DGJW55993237750895,10,Tasty Wooden Chair  ,29  ,29  
2,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,353 Cara Shoals ,Suchitlán ,Willis_Koelpin4@yahoo.com,Willis Koelpin,783-402-5895,est qui ut nisi veniam irure aliquip do quis cillum excepteur do dolore exercitation et nulla ,18-06-2023 ,12-05-2023,GB36DGJW55993237750895,10,Handcrafted Metal Keyboard  ,2  ,85  
3,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,353 Cara Shoals ,Suchitlán ,Willis_Koelpin4@yahoo.com,Willis Koelpin,783-402-5895,est qui ut nisi veniam irure aliquip do quis cillum excepteur do dolore exercitation et nulla ,18-06-2023 ,12-05-2023,GB36DGJW55993237750895,10,Fantastic Granite Shirt  ,111  ,95  
4,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,353 Cara Shoals ,Suchitlán ,Willis_Koelpin4@yahoo.com,Willis Koelpin,783-402-5895,est qui ut nisi veniam irure aliquip do quis cillum excepteur do dolore exercitation et nulla ,18-06-2023 ,12-05-2023,GB36DGJW55993237750895,10,Licensed Metal Ball  ,97  ,63  
5,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,353 Cara Shoals ,Suchitlán ,Willis_Koelpin4@yahoo.com,Willis Koelpin,783-402-5895,est qui ut nisi veniam irure aliquip do quis cillum excepteur do dolore exercitation et nulla ,18-06-2023 ,12-05-2023,GB36DGJW55993237750895,10,Tasty Fresh Tuna  ,4  ,47  
6,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,353 Cara Shoals ,Suchitlán ,Willis_Koelpin4@yahoo.com,Willis Koelpin,783-402-5895,est qui ut nisi veniam irure aliquip do quis cillum excepteur do dolore exercitation et nulla ,18-06-2023 ,12-05-2023,GB36DGJW55993237750895,10,Awesome Soft Keyboard  ,75  ,72  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,533 Hintz Pine Cotton ,Ground ,Candace3@yahoo.com,Candace Gerhold,633-008-6596,duis mollit eiusmod nostrud aliquip deserunt id cillum nulla culpa ipsum minim minim officia sit commodo ,28-06-2023 ,12-05-2023,,10,Unbranded Wooden Mouse  ,87  ,63  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,533 Hintz Pine Cotton ,Ground ,Candace3@yahoo.com,Candace Gerhold,633-008-6596,duis mollit eiusmod nostrud aliquip deserunt id cillum nulla culpa ipsum minim minim officia sit commodo ,28-06-2023 ,12-05-2023,,10,Rustic Wooden Gloves  ,52  ,42  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,7470 DuBuque Plaza ,Oranjestad ,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,qui occaecat veniam eu eiusmod cillum do ullamco elit ipsum culpa ullamco qui dolor quis nulla Lorem amet ipsum esse ,22-06-2023 ,12-05-2023,MG43799913223025YHO9FCZA277,10,Unbranded Cotton Soap  ,14  ,28  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,7470 DuBuque Plaza ,Oranjestad ,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,qui occaecat veniam eu eiusmod cillum do ullamco elit ipsum culpa ullamco qui dolor quis nulla Lorem amet ipsum esse ,22-06-2023 ,12-05-2023,MG43799913223025YHO9FCZA277,10,Small Fresh Ball  ,20  ,99  
2,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,7470 DuBuque Plaza ,Oranjestad ,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,qui occaecat veniam eu eiusmod cillum do ullamco elit ipsum culpa ullamco qui dolor quis nulla Lorem amet ipsum esse ,22-06-2023 ,12-05-2023,MG43799913223025YHO9FCZA277,10,Licensed Concrete Mouse  ,121  ,28  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,8236 O'Hara Glens ,Moutsamoudou ,Zboncak@gmail.com,Cary Zboncak,741-215-8162,fugiat amet reprehenderit irure ,19-06-2023 ,12-05-2023,PK36CC6K4954644659947898,10,Licensed Rubber Pizza  ,31  ,81  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,8236 O'Hara Glens ,Moutsamoudou ,Zboncak@gmail.com,Cary Zboncak,741-215-8162,fugiat amet reprehenderit irure ,19-06-2023 ,12-05-2023,PK36CC6K4954644659947898,10,Handmade Soft Shirt  ,49  ,17  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,7470 DuBuque Plaza ,Oranjestad ,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,dolore anim proident quis ullamco nisi irure nulla reprehenderit commodo mollit officia reprehenderit nulla irure ,12-06-2023 ,12-05-2023,GE83LC9789411561310423,10,Practical Wooden Pizza  ,118  ,13  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,7470 DuBuque Plaza ,Oranjestad ,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,dolore anim proident quis ullamco nisi irure nulla reprehenderit commodo mollit officia reprehenderit nulla irure ,12-06-2023 ,12-05-2023,GE83LC9789411561310423,10,Unbranded Fresh Salad  ,58  ,80  
2,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,7470 DuBuque Plaza ,Oranjestad ,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,dolore anim proident quis ullamco nisi irure nulla reprehenderit commodo mollit officia reprehenderit nulla irure ,12-06-2023 ,12-05-2023,GE83LC9789411561310423,10,Rustic Granite Sausages  ,76  ,50  
3,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,7470 DuBuque Plaza ,Oranjestad ,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,dolore anim proident quis ullamco nisi irure nulla reprehenderit commodo mollit officia reprehenderit nulla irure ,12-06-2023 ,12-05-2023,GE83LC9789411561310423,10,Practical Rubber Soap  ,22  ,60  
4,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,7470 DuBuque Plaza ,Oranjestad ,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,dolore anim proident quis ullamco nisi irure nulla reprehenderit commodo mollit officia reprehenderit nulla irure ,12-06-2023 ,12-05-2023,GE83LC9789411561310423,10,Intelligent Soft Tuna  ,50  ,34  
5,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,7470 DuBuque Plaza ,Oranjestad ,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,dolore anim proident quis ullamco nisi irure nulla reprehenderit commodo mollit officia reprehenderit nulla irure ,12-06-2023 ,12-05-2023,GE83LC9789411561310423,10,Handcrafted Soft Hat  ,16  ,73  
6,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,7470 DuBuque Plaza ,Oranjestad ,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,dolore anim proident quis ullamco nisi irure nulla reprehenderit commodo mollit officia reprehenderit nulla irure ,12-06-2023 ,12-05-2023,GE83LC9789411561310423,10,Fantastic Granite Keyboard  ,10  ,45  
7,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,7470 DuBuque Plaza ,Oranjestad ,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,dolore anim proident quis ullamco nisi irure nulla reprehenderit commodo mollit officia reprehenderit nulla irure ,12-06-2023 ,12-05-2023,GE83LC9789411561310423,10,Awesome Wooden Gloves  ,60  ,35  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,68910 Ahmad Centers ,Vilaplana ,Schowalter@gmail.com,Jill Schowalter,222-254-5978,Lorem cupidatat ullamco culpa occaecat aliqua velit do consectetur esse tempor deserunt sint incididunt eu ad ad ,09-07-2023 ,12-05-2023,,10,Rustic Wooden Pizza  ,60  ,33  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,68910 Ahmad Centers ,Vilaplana ,Schowalter@gmail.com,Jill Schowalter,222-254-5978,Lorem cupidatat ullamco culpa occaecat aliqua velit do consectetur esse tempor deserunt sint incididunt eu ad ad ,09-07-2023 ,12-05-2023,,10,Gorgeous Steel Shoes  ,32  ,98  
2,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,68910 Ahmad Centers ,Vilaplana ,Schowalter@gmail.com,Jill Schowalter,222-254-5978,Lorem cupidatat ullamco culpa occaecat aliqua velit do consectetur esse tempor deserunt sint incididunt eu ad ad ,09-07-2023 ,12-05-2023,,10,Refined Frozen Salad  ,78  ,19  
3,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,68910 Ahmad Centers ,Vilaplana ,Schowalter@gmail.com,Jill Schowalter,222-254-5978,Lorem cupidatat ullamco culpa occaecat aliqua velit do consectetur esse tempor deserunt sint incididunt eu ad ad ,09-07-2023 ,12-05-2023,,10,Refined Cotton Mouse  ,14  ,23  
4,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,68910 Ahmad Centers ,Vilaplana ,Schowalter@gmail.com,Jill Schowalter,222-254-5978,Lorem cupidatat ullamco culpa occaecat aliqua velit do consectetur esse tempor deserunt sint incididunt eu ad ad ,09-07-2023 ,12-05-2023,,10,Fantastic Rubber Table  ,91  ,86  
5,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,68910 Ahmad Centers ,Vilaplana ,Schowalter@gmail.com,Jill Schowalter,222-254-5978,Lorem cupidatat ullamco culpa occaecat aliqua velit do consectetur esse tempor deserunt sint incididunt eu ad ad ,09-07-2023 ,12-05-2023,,10,Incredible Granite Table  ,54  ,21  
6,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,68910 Ahmad Centers ,Vilaplana ,Schowalter@gmail.com,Jill Schowalter,222-254-5978,Lorem cupidatat ullamco culpa occaecat aliqua velit do consectetur esse tempor deserunt sint incididunt eu ad ad ,09-07-2023 ,12-05-2023,,10,Gorgeous Soft Chair  ,9  ,19  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,353 Cara Shoals ,Suchitlán ,Willis_Koelpin4@yahoo.com,Willis Koelpin,783-402-5895,incididunt esse exercitation incididunt eu officia quis culpa ,15-06-2023 ,12-05-2023,CR57711197909223410839,10,Sleek Granite Shirt  ,38  ,17  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,353 Cara Shoals ,Suchitlán ,Willis_Koelpin4@yahoo.com,Willis Koelpin,783-402-5895,incididunt esse exercitation incididunt eu officia quis culpa ,15-06-2023 ,12-05-2023,CR57711197909223410839,10,Intelligent Soft Fish  ,100  ,40  
2,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,353 Cara Shoals ,Suchitlán ,Willis_Koelpin4@yahoo.com,Willis Koelpin,783-402-5895,incididunt esse exercitation incididunt eu officia quis culpa ,15-06-2023 ,12-05-2023,CR57711197909223410839,10,Unbranded Plastic Tuna  ,44  ,12  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,9874 Bayer Road Le ,Hocq ,Garry_Hegmann59@hotma il.com,Garry Hegmann,750-257-9345,elit sit est consectetur adipisicing deserunt non est nisi velit voluptate labore magna qui Lorem adipisicing Lorem cupidatat ,20-06-2023 ,12-05-2023,GI50QNTDH85DMA84UWNQSIG,10,Ergonomic Concrete Keyboard  ,68  ,14  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,9874 Bayer Road Le ,Hocq ,Garry_Hegmann59@hotma il.com,Garry Hegmann,750-257-9345,elit sit est consectetur adipisicing deserunt non est nisi velit voluptate labore magna qui Lorem adipisicing Lorem cupidatat ,20-06-2023 ,12-05-2023,GI50QNTDH85DMA84UWNQSIG,10,Fantastic Frozen Shirt  ,71  ,13  
2,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,9874 Bayer Road Le ,Hocq ,Garry_Hegmann59@hotma il.com,Garry Hegmann,750-257-9345,elit sit est consectetur adipisicing deserunt non est nisi velit voluptate labore magna qui Lorem adipisicing Lorem cupidatat ,20-06-2023 ,12-05-2023,GI50QNTDH85DMA84UWNQSIG,10,Gorgeous Wooden Cheese  ,76  ,71  
3,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,9874 Bayer Road Le ,Hocq ,Garry_Hegmann59@hotma il.com,Garry Hegmann,750-257-9345,elit sit est consectetur adipisicing deserunt non est nisi velit voluptate labore magna qui Lorem adipisicing Lorem cupidatat ,20-06-2023 ,12-05-2023,GI50QNTDH85DMA84UWNQSIG,10,Practical Rubber Bike  ,4  ,22  
4,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,9874 Bayer Road Le ,Hocq ,Garry_Hegmann59@hotma il.com,Garry Hegmann,750-257-9345,elit sit est consectetur adipisicing deserunt non est nisi velit voluptate labore magna qui Lorem adipisicing Lorem cupidatat ,20-06-2023 ,12-05-2023,GI50QNTDH85DMA84UWNQSIG,10,Handcrafted Steel Mouse  ,5  ,46  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,8236 O'Hara Glens ,Moutsamoudou ,Zboncak@gmail.com,Cary Zboncak,741-215-8162,elit excepteur pariatur minim do eiusmod aliqua sint veniam est culpa tempor ,10-07-2023 ,12-05-2023,FO6266975292153960,10,Unbranded Granite Cheese  ,31  ,80  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,8236 O'Hara Glens ,Moutsamoudou ,Zboncak@gmail.com,Cary Zboncak,741-215-8162,elit excepteur pariatur minim do eiusmod aliqua sint veniam est culpa tempor ,10-07-2023 ,12-05-2023,FO6266975292153960,10,Handcrafted Steel Pizza  ,80  ,66  
